plot_id,zone_code,ward_code,current_use,plot_area_sqm,max_far,max_height_m,zoning_block_id,owner_name,household_size,income_band,occupancy_type,tenure_years,zoning_block_final,status_vs_0,status
PLT00297,RZ_PARK,WARD_14,APARTMENT_BLOCK,967.3,0.5,9,0,Ananya Naidu,8,UPPER_MID,RENTED,21,296,Same zoning block,GREEN_BUFFER
PLT00298,RZ_RES_LOW,WARD_41,APARTMENT_BLOCK,169.5,2.16,26.0,0,Raghav Shetty,2,UPPER_MID,RENTED,21,297,Same zoning block,STABLE_CLUSTER
PLT00299,RZ_PARK,WARD_26,PARK_OPEN_SPACE,632.6,0.5,9,0,Raghav Shetty,6,LOW,OWNED,28,298,Same zoning block,GREEN_BUFFER
PLT00300,RZ_PARK,WARD_39,PARK_OPEN_SPACE,1101.6,0.5,9,0,Ananya Naidu,8,HIGH,RENTED,27,299,Same zoning block,GREEN_BUFFER
PLT00301,RZ_RES_HIGH,WARD_11,PARK_OPEN_SPACE,306.7,2.06,25.0,0,Vikram Sharma,5,MID,OWNED,9,300,Same zoning block,STABLE_CLUSTER
PLT00302,RZ_RES_LOW,WARD_07,APARTMENT_BLOCK,162.1,2.25,23.0,0,Divya Iyer,3,UPPER_MID,OWNED,18,301,Same zoning block,STABLE_CLUSTER
PLT00303,RZ_RES_HIGH,WARD_50,PARK_OPEN_SPACE,297.8,2.0,20.0,0,Raghav Rao,5,LOW,OWNED,19,302,Same zoning block,STABLE_CLUSTER
PLT00304,RZ_RES_LOW,WARD_08,PARK_OPEN_SPACE,132.4,1.81,22.0,0,Divya Reddy,6,UPPER_MID,OWNED,21,303,Same zoning block,STABLE_CLUSTER
PLT00305,RZ_RES_LOW,WARD_29,PARK_OPEN_SPACE,337.8,1.82,20.0,0,Ananya Naidu,2,MID,RENTED,9,304,Same zoning block,STABLE_CLUSTER
PLT00306,RZ_PARK,WARD_11,PARK_OPEN_SPACE,330.5,0.5,9,0,Ashwin Shetty,6,HIGH,OWNED,23,305,Same zoning block,GREEN_BUFFER
PLT00307,RZ_RES_HIGH,WARD_30,RESIDENTIAL,375.2,2.13,18.0,0,Vikram Sharma,5,UPPER_MID,GOVT_QUARTERS,29,306,Same zoning block,STABLE_CLUSTER
PLT00308,RZ_PARK,WARD_13,APARTMENT_BLOCK,731.0,0.5,9,0,Raghav Shetty,2,HIGH,GOVT_QUARTERS,14,307,Same zoning block,GREEN_BUFFER
PLT00309,RZ_PARK,WARD_05,PARK_OPEN_SPACE,167.0,0.5,9,0,Kiran Shetty,3,MID,OWNED,12,308,Same zoning block,GREEN_BUFFER
PLT00310,RZ_RES_HIGH,WARD_08,APARTMENT_BLOCK,328.2,1.99,29.0,0,Meera Iyer,6,UPPER_MID,RENTED,18,309,Same zoning block,STABLE_CLUSTER
PLT00311,RZ_PARK,WARD_08,APARTMENT_BLOCK,454.8,0.5,9,0,Priya Sharma,6,HIGH,RENTED,28,310,Same zoning block,GREEN_BUFFER
PLT00312,RZ_RES_HIGH,WARD_40,PARK_OPEN_SPACE,111.4,1.63,17.0,0,Vikram Reddy,2,HIGH,OWNED,28,311,Same zoning block,STABLE_CLUSTER
PLT00313,RZ_RES_LOW,WARD_33,APARTMENT_BLOCK,234.7,1.64,21.0,0,Ashwin Shetty,5,HIGH,RENTED,11,312,Same zoning block,STABLE_CLUSTER
PLT00314,RZ_RES_HIGH,WARD_19,RESIDENTIAL,149.2,2.34,24.0,0,Meera Iyer,2,UPPER_MID,GOVT_QUARTERS,12,313,Same zoning block,STABLE_CLUSTER
PLT00315,RZ_RES_HIGH,WARD_36,PARK_OPEN_SPACE,321.6,1.91,22.0,0,Priya Sharma,5,HIGH,GOVT_QUARTERS,24,314,Same zoning block,STABLE_CLUSTER
PLT00316,RZ_RES_LOW,WARD_49,RESIDENTIAL,188.1,1.77,23.0,0,Ashwin Shetty,8,UPPER_MID,RENTED,29,315,Same zoning block,STABLE_CLUSTER
PLT00317,RZ_RES_HIGH,WARD_36,PARK_OPEN_SPACE,121.9,1.61,27.0,0,Meera Iyer,6,LOW,RENTED,20,316,Same zoning block,STABLE_CLUSTER
PLT00318,RZ_PARK,WARD_14,APARTMENT_BLOCK,167.8,0.5,9,0,Vikram Sharma,8,HIGH,OWNED,33,317,Same zoning block,GREEN_BUFFER
PLT00319,RZ_RES_LOW,WARD_29,APARTMENT_BLOCK,209.0,2.32,22.0,0,Ananya Naidu,8,HIGH,GOVT_QUARTERS,31,318,Same zoning block,STABLE_CLUSTER
PLT00320,RZ_PARK,WARD_38,PARK_OPEN_SPACE,453.2,0.5,9,0,Divya Iyer,7,UPPER_MID,GOVT_QUARTERS,25,319,Same zoning block,GREEN_BUFFER
PLT00321,RZ_RES_LOW,WARD_14,RESIDENTIAL,378.0,2.07,23.0,0,Divya Iyer,6,HIGH,OWNED,28,320,Same zoning block,STABLE_CLUSTER
PLT00322,RZ_RES_HIGH,WARD_19,PARK_OPEN_SPACE,178.9,2.36,30.0,0,Vikram Sharma,8,LOW,GOVT_QUARTERS,30,321,Same zoning block,STABLE_CLUSTER
PLT00323,RZ_RES_HIGH,WARD_04,APARTMENT_BLOCK,400.8,1.63,28.0,0,Divya Reddy,3,MID,GOVT_QUARTERS,30,322,Same zoning block,STABLE_CLUSTER
PLT00324,RZ_PARK,WARD_26,APARTMENT_BLOCK,213.5,0.5,9,0,Vikram Sharma,4,UPPER_MID,OWNED,20,323,Same zoning block,GREEN_BUFFER
PLT00325,RZ_RES_LOW,WARD_41,RESIDENTIAL,229.1,2.25,25.0,0,Meera Iyer,5,UPPER_MID,OWNED,24,324,Same zoning block,STABLE_CLUSTER
PLT00326,RZ_RES_LOW,WARD_50,PARK_OPEN_SPACE,114.5,2.47,25.0,0,Meera Iyer,8,LOW,RENTED,18,325,Same zoning block,STABLE_CLUSTER
PLT00327,RZ_RES_LOW,WARD_28,RESIDENTIAL,263.0,1.82,19.0,0,Kiran Shetty,6,HIGH,RENTED,33,326,Same zoning block,STABLE_CLUSTER
PLT00328,RZ_RES_HIGH,WARD_22,PARK_OPEN_SPACE,362.0,1.55,24.0,0,Priya Sharma,2,LOW,GOVT_QUARTERS,20,327,Same zoning block,STABLE_CLUSTER
PLT00329,RZ_RES_HIGH,WARD_01,APARTMENT_BLOCK,154.9,2.19,17.0,0,Vikram Sharma,4,HIGH,OWNED,8,328,Same zoning block,STABLE_CLUSTER
PLT00330,RZ_PARK,WARD_24,APARTMENT_BLOCK,144.8,0.5,9,0,Vikram Sharma,7,HIGH,GOVT_QUARTERS,18,329,Same zoning block,GREEN_BUFFER
PLT00331,RZ_PARK,WARD_20,PARK_OPEN_SPACE,854.4,0.5,9,0,Divya Reddy,5,LOW,RENTED,9,330,Same zoning block,GREEN_BUFFER
PLT00332,RZ_RES_LOW,WARD_14,APARTMENT_BLOCK,108.8,2.09,23.0,0,Priya Sharma,2,LOW,RENTED,16,331,Same zoning block,STABLE_CLUSTER
PLT00333,RZ_RES_LOW,WARD_28,PARK_OPEN_SPACE,128.9,1.57,21.0,0,Ananya Naidu,2,MID,OWNED,34,332,Same zoning block,STABLE_CLUSTER
PLT00334,RZ_RES_HIGH,WARD_09,APARTMENT_BLOCK,366.2,2.25,17.0,0,Vikram Sharma,3,LOW,RENTED,24,333,Same zoning block,STABLE_CLUSTER
PLT00335,RZ_RES_LOW,WARD_40,PARK_OPEN_SPACE,140.7,1.85,18.0,0,Ashwin Shetty,5,UPPER_MID,GOVT_QUARTERS,8,334,Same zoning block,STABLE_CLUSTER
PLT00336,RZ_RES_LOW,WARD_09,RESIDENTIAL,298.1,1.88,29.0,0,Meera Iyer,8,HIGH,GOVT_QUARTERS,14,335,Same zoning block,STABLE_CLUSTER
PLT00337,RZ_PARK,WARD_06,RESIDENTIAL,686.4,0.5,9,0,Divya Iyer,7,MID,RENTED,6,336,Same zoning block,GREEN_BUFFER
PLT00338,RZ_PARK,WARD_20,RESIDENTIAL,645.4,0.5,9,0,Kiran Shetty,3,UPPER_MID,OWNED,26,337,Same zoning block,GREEN_BUFFER
PLT00339,RZ_RES_LOW,WARD_16,APARTMENT_BLOCK,222.8,1.74,25.0,0,Ananya Naidu,6,LOW,OWNED,35,338,Same zoning block,STABLE_CLUSTER
PLT00340,RZ_RES_HIGH,WARD_09,APARTMENT_BLOCK,398.5,2.07,20.0,0,Vikram Sharma,3,UPPER_MID,GOVT_QUARTERS,6,339,Same zoning block,STABLE_CLUSTER
PLT00341,RZ_PARK,WARD_05,RESIDENTIAL,351.5,0.5,9,0,Raghav Rao,2,UPPER_MID,RENTED,15,340,Same zoning block,GREEN_BUFFER
PLT00342,RZ_PARK,WARD_46,PARK_OPEN_SPACE,932.2,0.5,9,0,Raghav Shetty,7,UPPER_MID,GOVT_QUARTERS,26,341,Same zoning block,GREEN_BUFFER
PLT00343,RZ_PARK,WARD_35,PARK_OPEN_SPACE,225.6,0.5,9,0,Ananya Naidu,4,LOW,RENTED,35,342,Same zoning block,GREEN_BUFFER
PLT00344,RZ_RES_LOW,WARD_10,PARK_OPEN_SPACE,200.9,2.09,26.0,0,Vikram Sharma,7,LOW,OWNED,28,343,Same zoning block,STABLE_CLUSTER
PLT00345,RZ_RES_HIGH,WARD_47,RESIDENTIAL,101.4,1.59,22.0,0,Priya Sharma,6,LOW,OWNED,27,344,Same zoning block,STABLE_CLUSTER
PLT00346,RZ_PARK,WARD_43,PARK_OPEN_SPACE,252.0,0.5,9,0,Raghav Rao,7,HIGH,RENTED,6,345,Same zoning block,GREEN_BUFFER
PLT00347,RZ_RES_LOW,WARD_32,APARTMENT_BLOCK,273.5,2.28,26.0,0,Ashwin Shetty,4,HIGH,RENTED,30,346,Same zoning block,STABLE_CLUSTER
PLT00348,RZ_RES_HIGH,WARD_47,RESIDENTIAL,365.4,1.53,27.0,0,Vikram Reddy,6,LOW,OWNED,28,347,Same zoning block,STABLE_CLUSTER
PLT00349,RZ_PARK,WARD_41,RESIDENTIAL,620.6,0.5,9,0,Kiran Shetty,4,LOW,OWNED,33,348,Same zoning block,GREEN_BUFFER
PLT00350,RZ_PARK,WARD_11,APARTMENT_BLOCK,230.9,0.5,9,0,Ananya Naidu,6,LOW,GOVT_QUARTERS,29,349,Same zoning block,GREEN_BUFFER
PLT00351,RZ_PARK,WARD_01,RESIDENTIAL,1037.5,0.5,9,0,Raghav Rao,3,LOW,OWNED,17,350,Same zoning block,GREEN_BUFFER
PLT00352,RZ_RES_HIGH,WARD_10,RESIDENTIAL,424.5,2.36,23.0,0,Vikram Sharma,5,HIGH,OWNED,13,351,Same zoning block,STABLE_CLUSTER
PLT00353,RZ_RES_HIGH,WARD_47,APARTMENT_BLOCK,180.4,1.58,21.0,0,Kiran Shetty,7,LOW,GOVT_QUARTERS,13,352,Same zoning block,STABLE_CLUSTER
PLT00354,RZ_PARK,WARD_03,APARTMENT_BLOCK,129.3,0.5,9,0,Priya Sharma,8,MID,OWNED,16,353,Same zoning block,GREEN_BUFFER
PLT00355,RZ_RES_LOW,WARD_36,APARTMENT_BLOCK,82.9,1.7,23.0,0,Vikram Reddy,7,HIGH,OWNED,17,354,Same zoning block,STABLE_CLUSTER
PLT00356,RZ_PARK,WARD_32,RESIDENTIAL,892.3,0.5,9,0,Kiran Shetty,8,HIGH,GOVT_QUARTERS,6,355,Same zoning block,GREEN_BUFFER
PLT00357,RZ_RES_HIGH,WARD_02,RESIDENTIAL,280.4,2.14,25.0,0,Raghav Rao,4,LOW,RENTED,18,356,Same zoning block,STABLE_CLUSTER
PLT00358,RZ_PARK,WARD_47,APARTMENT_BLOCK,169.5,0.5,9,0,Kiran Shetty,3,UPPER_MID,OWNED,7,357,Same zoning block,GREEN_BUFFER
PLT00359,RZ_RES_LOW,WARD_46,APARTMENT_BLOCK,114.4,2.42,28.0,0,Kiran Shetty,5,MID,OWNED,29,358,Same zoning block,STABLE_CLUSTER
PLT00360,RZ_RES_LOW,WARD_38,RESIDENTIAL,267.0,2.14,21.0,0,Divya Iyer,6,LOW,OWNED,27,359,Same zoning block,STABLE_CLUSTER
PLT00361,RZ_RES_LOW,WARD_16,APARTMENT_BLOCK,176.6,1.82,27.0,0,Meera Iyer,4,UPPER_MID,OWNED,13,360,Same zoning block,STABLE_CLUSTER
PLT00362,RZ_RES_LOW,WARD_13,RESIDENTIAL,368.6,2.08,17.0,0,Ashwin Shetty,5,UPPER_MID,OWNED,19,361,Same zoning block,STABLE_CLUSTER
PLT00363,RZ_RES_LOW,WARD_35,APARTMENT_BLOCK,436.9,1.71,20.0,0,Vikram Reddy,8,LOW,GOVT_QUARTERS,11,362,Same zoning block,STABLE_CLUSTER
PLT00364,RZ_PARK,WARD_20,PARK_OPEN_SPACE,851.4,0.5,9,0,Raghav Rao,3,MID,GOVT_QUARTERS,8,363,Same zoning block,GREEN_BUFFER
PLT00365,RZ_PARK,WARD_16,APARTMENT_BLOCK,505.7,0.5,9,0,Raghav Rao,7,MID,OWNED,32,364,Same zoning block,GREEN_BUFFER
PLT00366,RZ_RES_LOW,WARD_02,APARTMENT_BLOCK,396.2,2.06,23.0,0,Ananya Naidu,5,LOW,GOVT_QUARTERS,9,365,Same zoning block,STABLE_CLUSTER
PLT00367,RZ_RES_LOW,WARD_04,RESIDENTIAL,128.4,2.32,21.0,0,Vikram Sharma,7,LOW,RENTED,24,366,Same zoning block,STABLE_CLUSTER
PLT00368,RZ_RES_HIGH,WARD_05,RESIDENTIAL,448.9,1.7,25.0,0,Ashwin Shetty,2,MID,GOVT_QUARTERS,7,367,Same zoning block,STABLE_CLUSTER
PLT00369,RZ_RES_HIGH,WARD_04,RESIDENTIAL,421.9,1.93,26.0,0,Priya Sharma,2,UPPER_MID,RENTED,19,368,Same zoning block,STABLE_CLUSTER
PLT00370,RZ_RES_LOW,WARD_23,RESIDENTIAL,416.1,1.77,22.0,0,Ashwin Shetty,2,HIGH,RENTED,15,369,Same zoning block,STABLE_CLUSTER
PLT00371,RZ_RES_HIGH,WARD_27,PARK_OPEN_SPACE,257.2,1.59,21.0,0,Raghav Shetty,3,HIGH,RENTED,31,370,Same zoning block,STABLE_CLUSTER
PLT00372,RZ_PARK,WARD_02,APARTMENT_BLOCK,949.2,0.5,9,0,Meera Iyer,5,UPPER_MID,OWNED,35,371,Same zoning block,GREEN_BUFFER
PLT00373,RZ_PARK,WARD_33,APARTMENT_BLOCK,496.6,0.5,9,0,Ashwin Shetty,2,MID,RENTED,13,372,Same zoning block,GREEN_BUFFER
PLT00374,RZ_RES_LOW,WARD_50,APARTMENT_BLOCK,101.7,2.49,23.0,0,Divya Iyer,3,HIGH,GOVT_QUARTERS,13,373,Same zoning block,STABLE_CLUSTER
PLT00375,RZ_PARK,WARD_16,APARTMENT_BLOCK,663.7,0.5,9,0,Raghav Rao,8,HIGH,RENTED,33,374,Same zoning block,GREEN_BUFFER
PLT00376,RZ_RES_HIGH,WARD_23,RESIDENTIAL,145.2,2.09,27.0,0,Meera Iyer,6,LOW,RENTED,28,375,Same zoning block,STABLE_CLUSTER
PLT00377,RZ_RES_HIGH,WARD_37,PARK_OPEN_SPACE,132.6,2.45,28.0,0,Priya Sharma,6,MID,GOVT_QUARTERS,21,376,Same zoning block,STABLE_CLUSTER
PLT00378,RZ_RES_LOW,WARD_06,RESIDENTIAL,166.1,1.72,23.0,0,Raghav Rao,4,HIGH,GOVT_QUARTERS,16,377,Same zoning block,STABLE_CLUSTER
PLT00379,RZ_PARK,WARD_12,APARTMENT_BLOCK,118.5,0.5,9,0,Ashwin Shetty,6,HIGH,GOVT_QUARTERS,33,378,Same zoning block,GREEN_BUFFER
PLT00380,RZ_PARK,WARD_24,RESIDENTIAL,479.6,0.5,9,0,Vikram Sharma,5,LOW,OWNED,15,379,Same zoning block,GREEN_BUFFER
PLT00381,RZ_RES_HIGH,WARD_09,RESIDENTIAL,351.0,1.94,25.0,0,Priya Sharma,7,MID,GOVT_QUARTERS,28,380,Same zoning block,STABLE_CLUSTER
PLT00382,RZ_PARK,WARD_45,PARK_OPEN_SPACE,955.0,0.5,9,0,Divya Reddy,7,HIGH,OWNED,15,381,Same zoning block,GREEN_BUFFER
PLT00383,RZ_PARK,WARD_45,APARTMENT_BLOCK,196.5,0.5,9,0,Raghav Rao,7,UPPER_MID,RENTED,7,382,Same zoning block,GREEN_BUFFER
PLT00384,RZ_RES_LOW,WARD_39,APARTMENT_BLOCK,420.8,2.47,18.0,0,Divya Iyer,2,UPPER_MID,GOVT_QUARTERS,16,383,Same zoning block,STABLE_CLUSTER
PLT00385,RZ_PARK,WARD_05,RESIDENTIAL,448.8,0.5,9,0,Meera Iyer,3,LOW,RENTED,27,384,Same zoning block,GREEN_BUFFER
PLT00386,RZ_PARK,WARD_47,APARTMENT_BLOCK,563.6,0.5,9,0,Vikram Reddy,3,HIGH,RENTED,8,385,Same zoning block,GREEN_BUFFER
PLT00387,RZ_RES_HIGH,WARD_17,RESIDENTIAL,346.6,1.55,22.0,0,Raghav Shetty,3,UPPER_MID,OWNED,34,386,Same zoning block,STABLE_CLUSTER
PLT00388,RZ_RES_HIGH,WARD_23,PARK_OPEN_SPACE,218.9,2.33,27.0,0,Divya Iyer,7,HIGH,GOVT_QUARTERS,20,387,Same zoning block,STABLE_CLUSTER
PLT00389,RZ_RES_LOW,WARD_03,APARTMENT_BLOCK,87.4,1.76,17.0,0,Meera Iyer,3,UPPER_MID,GOVT_QUARTERS,29,388,Same zoning block,STABLE_CLUSTER
PLT00390,RZ_RES_LOW,WARD_36,RESIDENTIAL,205.0,2.49,28.0,0,Raghav Rao,5,HIGH,RENTED,34,389,Same zoning block,STABLE_CLUSTER
PLT00391,RZ_RES_HIGH,WARD_11,RESIDENTIAL,117.5,1.71,18.0,0,Kiran Shetty,7,MID,RENTED,15,390,Same zoning block,STABLE_CLUSTER
PLT00392,RZ_RES_HIGH,WARD_16,RESIDENTIAL,98.4,2.07,28.0,0,Ashwin Shetty,2,MID,GOVT_QUARTERS,19,391,Same zoning block,STABLE_CLUSTER
PLT00393,RZ_RES_LOW,WARD_19,PARK_OPEN_SPACE,311.3,1.98,16.0,0,Divya Reddy,3,MID,GOVT_QUARTERS,21,392,Same zoning block,STABLE_CLUSTER
PLT00394,RZ_RES_LOW,WARD_20,APARTMENT_BLOCK,254.2,2.39,19.0,0,Vikram Sharma,6,UPPER_MID,GOVT_QUARTERS,17,393,Same zoning block,STABLE_CLUSTER
PLT00395,RZ_RES_HIGH,WARD_24,RESIDENTIAL,244.9,1.76,22.0,0,Divya Reddy,8,MID,RENTED,7,394,Same zoning block,STABLE_CLUSTER
PLT00396,RZ_RES_LOW,WARD_49,PARK_OPEN_SPACE,327.0,1.59,20.0,0,Kiran Shetty,5,HIGH,RENTED,7,395,Same zoning block,STABLE_CLUSTER
PLT00397,RZ_RES_HIGH,WARD_34,APARTMENT_BLOCK,437.3,2.19,29.0,0,Divya Iyer,3,UPPER_MID,OWNED,8,396,Same zoning block,STABLE_CLUSTER
PLT00398,RZ_RES_HIGH,WARD_46,RESIDENTIAL,265.8,2.4,27.0,0,Vikram Sharma,6,HIGH,GOVT_QUARTERS,30,397,Same zoning block,STABLE_CLUSTER
PLT00399,RZ_RES_HIGH,WARD_12,RESIDENTIAL,439.7,2.31,17.0,0,Raghav Shetty,2,UPPER_MID,GOVT_QUARTERS,32,398,Same zoning block,STABLE_CLUSTER
PLT00400,RZ_PARK,WARD_10,PARK_OPEN_SPACE,346.6,0.5,9,0,Ananya Naidu,2,UPPER_MID,RENTED,18,399,Same zoning block,GREEN_BUFFER
PLT00401,RZ_PARK,WARD_21,APARTMENT_BLOCK,647.6,0.5,9,0,Raghav Rao,8,UPPER_MID,GOVT_QUARTERS,19,400,Same zoning block,GREEN_BUFFER
PLT00402,RZ_RES_LOW,WARD_10,PARK_OPEN_SPACE,297.5,2.26,29.0,0,Ananya Naidu,6,LOW,OWNED,33,401,Same zoning block,STABLE_CLUSTER
PLT00403,RZ_PARK,WARD_23,APARTMENT_BLOCK,353.8,0.5,9,0,Vikram Sharma,5,UPPER_MID,GOVT_QUARTERS,11,402,Same zoning block,GREEN_BUFFER
PLT00404,RZ_RES_HIGH,WARD_26,RESIDENTIAL,308.8,2.18,21.0,0,Raghav Shetty,4,HIGH,GOVT_QUARTERS,29,403,Same zoning block,STABLE_CLUSTER
PLT00405,RZ_RES_HIGH,WARD_18,APARTMENT_BLOCK,87.5,2.32,20.0,0,Vikram Reddy,8,UPPER_MID,RENTED,27,404,Same zoning block,STABLE_CLUSTER
PLT00406,RZ_RES_LOW,WARD_15,RESIDENTIAL,191.2,2.24,27.0,0,Meera Iyer,4,UPPER_MID,RENTED,26,405,Same zoning block,STABLE_CLUSTER
PLT00407,RZ_RES_LOW,WARD_13,APARTMENT_BLOCK,158.2,2.32,26.0,0,Kiran Shetty,8,MID,GOVT_QUARTERS,22,406,Same zoning block,STABLE_CLUSTER
PLT00408,RZ_RES_LOW,WARD_05,APARTMENT_BLOCK,342.5,1.9,27.0,0,Kiran Shetty,6,LOW,GOVT_QUARTERS,12,407,Same zoning block,STABLE_CLUSTER
PLT00409,RZ_RES_LOW,WARD_04,RESIDENTIAL,92.2,1.55,20.0,0,Divya Reddy,4,MID,OWNED,22,408,Same zoning block,STABLE_CLUSTER
PLT00410,RZ_RES_HIGH,WARD_41,RESIDENTIAL,332.0,1.74,22.0,0,Priya Sharma,3,UPPER_MID,RENTED,23,409,Same zoning block,STABLE_CLUSTER
PLT00411,RZ_RES_HIGH,WARD_23,RESIDENTIAL,389.9,1.76,27.0,0,Ananya Naidu,4,LOW,OWNED,7,410,Same zoning block,STABLE_CLUSTER
PLT00412,RZ_RES_LOW,WARD_37,RESIDENTIAL,397.1,2.15,25.0,0,Vikram Reddy,7,UPPER_MID,RENTED,6,411,Same zoning block,STABLE_CLUSTER
PLT00413,RZ_PARK,WARD_01,APARTMENT_BLOCK,1098.2,0.5,9,0,Vikram Sharma,3,LOW,GOVT_QUARTERS,14,412,Same zoning block,GREEN_BUFFER
PLT00414,RZ_PARK,WARD_20,PARK_OPEN_SPACE,1162.1,0.5,9,0,Vikram Sharma,4,UPPER_MID,OWNED,33,413,Same zoning block,GREEN_BUFFER
PLT00415,RZ_RES_HIGH,WARD_30,APARTMENT_BLOCK,160.7,1.8,23.0,0,Divya Iyer,5,LOW,GOVT_QUARTERS,22,414,Same zoning block,STABLE_CLUSTER
PLT00416,RZ_PARK,WARD_24,PARK_OPEN_SPACE,794.4,0.5,9,0,Divya Iyer,4,MID,RENTED,9,415,Same zoning block,GREEN_BUFFER
PLT00417,RZ_RES_HIGH,WARD_05,APARTMENT_BLOCK,445.7,2.14,28.0,0,Vikram Reddy,7,MID,GOVT_QUARTERS,10,416,Same zoning block,STABLE_CLUSTER
PLT00418,RZ_PARK,WARD_49,RESIDENTIAL,1084.6,0.5,9,0,Divya Iyer,5,MID,RENTED,10,417,Same zoning block,GREEN_BUFFER
PLT00419,RZ_PARK,WARD_02,PARK_OPEN_SPACE,622.0,0.5,9,0,Vikram Reddy,4,UPPER_MID,OWNED,18,418,Same zoning block,GREEN_BUFFER
PLT00420,RZ_PARK,WARD_03,PARK_OPEN_SPACE,864.3,0.5,9,0,Divya Iyer,8,HIGH,OWNED,29,419,Same zoning block,GREEN_BUFFER
PLT00421,RZ_PARK,WARD_15,PARK_OPEN_SPACE,664.8,0.5,9,0,Priya Sharma,7,MID,RENTED,15,420,Same zoning block,GREEN_BUFFER
PLT00422,RZ_RES_LOW,WARD_43,PARK_OPEN_SPACE,147.0,1.6,17.0,0,Vikram Reddy,7,HIGH,RENTED,34,421,Same zoning block,STABLE_CLUSTER
PLT00423,RZ_RES_HIGH,WARD_42,RESIDENTIAL,162.2,1.72,28.0,0,Raghav Shetty,8,MID,OWNED,14,422,Same zoning block,STABLE_CLUSTER
PLT00424,RZ_PARK,WARD_19,APARTMENT_BLOCK,1028.9,0.5,9,0,Priya Sharma,2,LOW,OWNED,34,423,Same zoning block,GREEN_BUFFER
PLT00425,RZ_RES_LOW,WARD_33,RESIDENTIAL,401.0,1.88,19.0,0,Raghav Rao,8,HIGH,GOVT_QUARTERS,12,424,Same zoning block,STABLE_CLUSTER
PLT00426,RZ_RES_HIGH,WARD_27,PARK_OPEN_SPACE,410.4,2.49,17.0,0,Ashwin Shetty,8,LOW,OWNED,16,425,Same zoning block,STABLE_CLUSTER
PLT00427,RZ_PARK,WARD_12,APARTMENT_BLOCK,779.7,0.5,9,0,Raghav Rao,5,MID,GOVT_QUARTERS,30,426,Same zoning block,GREEN_BUFFER
PLT00428,RZ_RES_LOW,WARD_37,RESIDENTIAL,261.1,2.26,16.0,0,Divya Iyer,5,UPPER_MID,OWNED,19,427,Same zoning block,STABLE_CLUSTER
PLT00429,RZ_RES_HIGH,WARD_25,RESIDENTIAL,94.0,1.7,21.0,0,Raghav Rao,4,HIGH,GOVT_QUARTERS,27,428,Same zoning block,STABLE_CLUSTER
PLT00430,RZ_RES_LOW,WARD_41,PARK_OPEN_SPACE,172.1,2.19,20.0,0,Ashwin Shetty,2,UPPER_MID,RENTED,24,429,Same zoning block,STABLE_CLUSTER
PLT00431,RZ_RES_HIGH,WARD_11,RESIDENTIAL,384.8,1.8,19.0,0,Kiran Shetty,6,MID,OWNED,34,430,Same zoning block,STABLE_CLUSTER
PLT00432,RZ_PARK,WARD_09,APARTMENT_BLOCK,1195.6,0.5,9,0,Priya Sharma,4,HIGH,GOVT_QUARTERS,35,431,Same zoning block,GREEN_BUFFER
PLT00433,RZ_RES_HIGH,WARD_02,RESIDENTIAL,163.0,2.48,18.0,0,Raghav Rao,6,HIGH,GOVT_QUARTERS,17,432,Same zoning block,STABLE_CLUSTER
PLT00434,RZ_PARK,WARD_42,RESIDENTIAL,481.5,0.5,9,0,Vikram Sharma,4,LOW,RENTED,7,433,Same zoning block,GREEN_BUFFER
PLT00435,RZ_PARK,WARD_07,PARK_OPEN_SPACE,1011.5,0.5,9,0,Raghav Rao,7,LOW,OWNED,20,434,Same zoning block,GREEN_BUFFER
PLT00436,RZ_RES_HIGH,WARD_08,PARK_OPEN_SPACE,173.5,2.2,18.0,0,Vikram Sharma,7,LOW,OWNED,19,435,Same zoning block,STABLE_CLUSTER
PLT00437,RZ_PARK,WARD_07,PARK_OPEN_SPACE,648.4,0.5,9,0,Divya Iyer,6,HIGH,OWNED,32,436,Same zoning block,GREEN_BUFFER
PLT00438,RZ_RES_LOW,WARD_33,PARK_OPEN_SPACE,308.5,1.78,27.0,0,Priya Sharma,3,HIGH,OWNED,32,437,Same zoning block,STABLE_CLUSTER
PLT00439,RZ_PARK,WARD_13,APARTMENT_BLOCK,859.0,0.5,9,0,Vikram Reddy,3,LOW,RENTED,21,438,Same zoning block,GREEN_BUFFER
PLT00440,RZ_RES_LOW,WARD_45,APARTMENT_BLOCK,202.3,1.5,25.0,0,Ananya Naidu,8,UPPER_MID,GOVT_QUARTERS,8,439,Same zoning block,STABLE_CLUSTER
PLT00441,RZ_PARK,WARD_05,PARK_OPEN_SPACE,882.1,0.5,9,0,Vikram Reddy,7,HIGH,OWNED,15,440,Same zoning block,GREEN_BUFFER
PLT00442,RZ_RES_HIGH,WARD_30,RESIDENTIAL,116.9,1.67,16.0,0,Vikram Reddy,4,MID,OWNED,29,441,Same zoning block,STABLE_CLUSTER
PLT00443,RZ_RES_LOW,WARD_07,RESIDENTIAL,83.6,1.64,25.0,0,Meera Iyer,4,UPPER_MID,RENTED,14,442,Same zoning block,STABLE_CLUSTER
PLT00444,RZ_PARK,WARD_06,APARTMENT_BLOCK,987.2,0.5,9,0,Ashwin Shetty,2,UPPER_MID,OWNED,20,443,Same zoning block,GREEN_BUFFER
